Battles,RollingWin,OverallWin,Epsilon,Speed,AvgReward,TableSize
1000,0.0340,0.0340,0.9620,6.9,-0.9328,167147
2000,0.0350,0.0345,0.9240,6.9,-0.9298,319632
3000,0.0330,0.0340,0.8860,7.0,-0.9341,467555
4000,0.0460,0.0370,0.8480,7.0,-0.9080,608064
5000,0.0550,0.0406,0.8100,7.1,-0.8900,744336
6000,0.0560,0.0433,0.7720,7.4,-0.8882,876956
7000,0.0830,0.0490,0.7340,7.4,-0.8339,1008449
8000,0.1050,0.0560,0.6960,7.3,-0.7905,1136555
9000,0.1080,0.0618,0.6580,7.4,-0.7840,1262255
10000,0.1160,0.0672,0.6200,7.4,-0.7681,1386637
11000,0.1280,0.0727,0.5820,7.6,-0.7441,1505300
12000,0.1770,0.0814,0.5440,7.6,-0.6463,1623869
13000,0.1940,0.0902,0.5060,7.7,-0.6122,1738496
14000,0.2000,0.0980,0.4680,7.7,-0.5997,1849111
15000,0.2020,0.1050,0.4300,7.7,-0.5963,1957376
16000,0.2510,0.1141,0.3920,7.8,-0.4985,2062849
17000,0.2510,0.1222,0.3540,7.9,-0.4975,2166463
18000,0.2640,0.1301,0.3160,7.9,-0.4724,2267865
19000,0.3220,0.1402,0.2780,7.9,-0.3559,2368051
20000,0.3760,0.1520,0.2400,7.9,-0.2481,2464451
21000,0.3820,0.1630,0.2020,7.8,-0.2363,2557935
22000,0.3620,0.1722,0.1640,8.0,-0.2760,2648202
23000,0.4250,0.1832,0.1260,7.9,-0.1501,2738272
24000,0.4620,0.1949,0.0880,7.9,-0.0759,2825960
25000,0.4210,0.2039,0.0500,7.9,-0.1582,2905657
26000,0.4560,0.2137,0.0500,7.9,-0.0884,2986452
27000,0.4380,0.2220,0.0500,7.9,-0.1236,3066462
28000,0.4790,0.2312,0.0500,7.9,-0.0422,3146027
29000,0.4490,0.2388,0.0500,7.9,-0.1022,3223447
30000,0.4910,0.2472,0.0500,7.9,-0.0184,3302188
31000,0.4460,0.2536,0.0500,7.7,-0.1079,3380863
32000,0.4600,0.2601,0.0500,7.8,-0.0804,3457372
33000,0.4560,0.2660,0.0500,7.8,-0.0877,3535165
34000,0.4550,0.2716,0.0500,7.8,-0.0898,3612219
35000,0.4230,0.2760,0.0500,7.8,-0.1544,3686823
36000,0.4550,0.2810,0.0500,7.6,-0.0905,3762879
37000,0.4390,0.2853,0.0500,7.7,-0.1215,3838512
38000,0.4250,0.2890,0.0500,7.7,-0.1505,3913743
39000,0.4400,0.2929,0.0500,7.8,-0.1198,3988918
40000,0.4380,0.2965,0.0500,7.7,-0.1243,4065311
41000,0.4590,0.3005,0.0500,7.7,-0.0821,4140219
42000,0.4600,0.3043,0.0500,7.8,-0.0803,4215148
43000,0.4510,0.3077,0.0500,7.7,-0.0976,4287827
44000,0.4460,0.3109,0.0500,7.7,-0.1085,4360885
45000,0.4400,0.3137,0.0500,7.7,-0.1202,4433449
46000,0.4410,0.3165,0.0500,7.6,-0.1185,4507707
47000,0.4610,0.3196,0.0500,7.7,-0.0779,4579413
48000,0.4520,0.3223,0.0500,7.7,-0.0959,4654688
49000,0.4710,0.3254,0.0500,7.8,-0.0581,4726586
50000,0.4270,0.3274,0.0500,7.8,-0.1461,4798294
